Treat,Sex,Grade,AikPos,AikNeg,AfAm,AmInd,Cauc,MexAm,AsPIFi,PR,Other,Pretest,CRNum,CRAlg,CRSpace,CRMeas,CRCD,GradeExp,Outcome
0,0,9,35,18,1,0,0,0,0,0,0,34,2,2,1,1,1,3,34
0,1,9,17,36,0,0,1,0,0,0,0,34,4,1,3,2,3,3,33
0,1,9,25,29,0,0,1,0,0,0,0,34,1,3,2,2,2,3,33
0,1,9,17,36,0,0,1,0,0,0,0,34,2,2,2,2,1,4,38
0,1,10,30,16,0,0,1,0,0,0,0,34,2,1,2,2,1,3,44
0,0,10,24,28,0,0,1,0,0,0,0,34,2,4,1,2,1,4,41
0,0,9,27,25,0,0,1,0,0,0,0,34,2,1,1,2,1,3,35
0,1,9,22,34,0,0,1,0,0,0,0,34,2,1,2,2,2,4,32
0,1,9,21,27,0,0,1,0,0,0,0,34,3,2,3,1,3,3,35
0,1,9,31,14,0,0,1,0,0,0,0,34,2,1,1,2,2,4,46
0,0,9,23,17,0,0,1,0,0,0,0,34,1,1,3,2,1,4,41
0,0,9,26,25,0,0,1,0,0,0,0,34,2,1,3,2,4,3,34
0,0,10,13,38,0,0,1,0,0,0,0,34,2,2,1,2,1,3,33
0,0,9,23,16,0,0,1,0,0,0,0,34,1,2,2,2,1,4,44
0,1,10,16,32,0,0,1,0,0,0,0,34,1,1,1,2,1,2,40
0,0,9,38,11,0,0,1,0,0,0,0,34,2,3,2,2,1,3,34
0,1,9,31,28,0,0,1,0,0,0,0,34,4,2,2,2,4,3,40
0,1,9,25,18,0,0,1,0,0,0,0,34,2,1,2,2,2,4,39
0,1,11,15,38,0,0,1,0,0,0,0,34,1,1,2,2,1,3,30
0,1,9,26,28,0,0,1,0,0,0,0,35,2,1,2,2,1,4,41
0,1,9,6,46,0,0,1,0,0,0,0,35,2,1,3,2,1,3,38
0,1,9,24,27,0,0,1,0,0,0,0,35,2,1,1,1,1,3,41
0,1,9,22,29,0,0,1,0,0,0,0,35,2,1,3,2,1,4,47
0,0,9,1,48,0,0,1,0,0,0,0,35,2,2,1,3,1,4,41
0,0,10,30,16,0,0,1,0,0,0,0,35,2,2,3,3,1,3,34
0,1,10,30,17,0,0,1,0,0,0,0,35,2,1,1,3,1,4,35
0,1,9,22,33,0,0,1,0,0,0,0,35,3,1,2,2,1,4,32
0,0,9,24,28,0,0,1,0,0,0,0,35,2,1,2,2,1,3,32
0,0,9,30,17,0,0,1,0,0,0,0,35,4,1,2,2,4,4,43
0,0,9,25,29,0,0,1,0,0,0,0,36,2,1,2,1,1,4,38
0,1,9,21,29,0,0,1,0,0,0,0,36,3,1,2,2,3,3,31
0,1,9,33,8,0,0,1,0,0,0,0,36,1,2,3,2,1,4,45
0,1,9,20,35,0,0,1,0,0,0,0,36,2,2,1,1,1,4,38
0,0,9,12,41,0,0,1,0,0,0,0,36,1,2,3,3,1,3,41
0,1,10,45,10,1,0,0,0,0,0,0,36,2,1,2,2,1,4,39
0,0,11,45,19,0,0,1,0,0,0,0,36,2,2,2,2,1,3,30
0,1,9,41,6,0,0,1,0,0,0,0,36,2,2,1,2,1,4,38
0,0,11,26,27,0,0,1,0,0,0,0,36,2,1,1,1,1,3,29
0,1,9,29,21,0,0,1,0,0,0,0,38,2,2,2,2,1,4,31
0,1,9,29,21,0,0,1,0,0,0,0,38,2,2,2,2,1,4,40
0,0,10,27,24,0,0,1,0,0,0,0,38,2,1,2,2,1,3,41
0,1,9,29,21,1,0,0,0,0,0,0,38,2,1,1,3,2,4,23
0,0,10,38,14,0,0,1,0,0,0,0,38,1,2,2,2,1,3,44
0,0,9,17,30,0,0,1,0,0,0,0,38,1,1,1,2,1,4,38
0,0,10,27,24,0,0,1,0,0,0,0,38,2,1,3,2,1,3,29
0,1,12,46,3,0,0,1,0,0,0,0,38,3,2,2,3,1,4,47
0,0,10,27,24,0,0,1,0,0,0,0,38,2,1,2,2,1,3,45
0,1,10,27,24,0,0,1,0,0,0,0,38,2,1,2,2,1,3,29
0,1,10,27,24,0,0,1,0,0,0,0,38,2,1,2,2,1,3,35
0,1,10,30,21,0,0,1,0,0,0,0,38,2,2,1,2,1,3,40
0,0,9,11,41,0,0,1,0,0,0,0,38,2,2,1,2,2,4,31
0,0,9,33,13,0,0,1,0,0,0,0,38,1,2,2,2,1,4,48
0,0,11,32,19,1,0,0,0,0,0,0,38,2,1,4,2,1,3,30
0,1,9,33,9,1,0,0,0,0,0,0,38,2,2,2,2,1,4,34
0,0,9,31,13,0,0,1,0,0,0,0,38,2,1,1,2,1,3,32
0,0,9,25,26,0,0,1,0,0,0,0,38,2,1,3,1,2,4,38
0,1,10,27,24,0,0,1,0,0,0,0,38,2,1,2,2,1,3,41
0,0,10,30,19,0,0,1,0,0,0,0,38,4,1,1,2,1,4,33
0,1,9,33,6,0,0,1,0,0,0,0,38,1,2,1,2,2,4,35
0,1,9,29,20,0,0,0,0,1,0,0,38,2,3,1,2,1,4,34
0,0,11,34,25,0,0,0,0,0,1,0,38,1,1,2,1,1,4,34
0,0,10,18,35,0,0,1,0,0,0,0,38,1,1,1,2,1,3,32
0,1,10,34,8,0,0,1,0,0,0,0,38,2,1,2,2,1,4,32
0,1,10,27,24,0,0,1,0,0,0,0,38,2,1,2,2,1,3,45
0,0,9,20,32,0,0,1,0,0,0,0,38,2,1,2,2,2,3,31
0,1,9,32,15,0,0,1,0,0,0,0,38,4,1,3,1,1,4,42
0,0,10,27,24,0,0,1,0,0,0,0,38,2,1,2,2,1,3,45
0,1,10,27,24,0,0,1,0,0,0,0,38,2,1,2,2,1,3,32
0,1,10,27,24,0,0,1,0,0,0,0,38,2,1,2,2,1,3,40
0,1,9,33,16,0,0,1,0,0,0,0,38,3,2,3,2,1,3,36
0,1,9,27,20,0,0,1,0,0,0,0,39,3,3,1,1,1,4,40
0,1,9,24,24,1,0,0,0,0,0,0,39,2,1,1,2,1,4,33
0,0,10,35,24,0,1,0,0,0,0,0,39,2,2,1,2,1,2,30
0,0,9,20,36,0,0,1,0,0,0,0,39,4,1,3,2,1,4,39
0,1,9,21,36,0,0,1,0,0,0,0,39,2,1,2,2,3,4,39
0,1,9,42,8,0,0,1,0,0,0,0,39,2,1,2,2,1,3,38
0,1,11,23,29,0,0,1,0,0,0,0,39,2,1,1,2,2,4,45
0,1,10,27,26,0,0,1,0,0,0,0,39,3,1,2,1,1,4,34
0,1,10,36,16,0,0,1,0,0,0,0,40,2,1,2,2,1,3,40
0,0,12,21,29,0,0,1,0,0,0,0,40,2,1,2,2,2,4,32
0,1,11,29,19,0,0,1,0,0,0,0,40,3,1,3,2,3,3,43
0,0,9,40,6,1,0,0,0,0,0,0,40,4,2,2,1,1,3,43
0,1,9,32,12,0,0,1,0,0,0,0,40,2,1,3,2,2,4,41
0,1,9,19,30,0,0,1,0,0,0,0,40,2,1,2,2,1,3,45
0,1,12,27,20,0,0,0,0,0,0,1,40,1,2,1,1,1,3,27
0,0,9,20,37,0,0,1,0,0,0,0,41,2,1,1,2,1,4,41
0,0,9,25,27,0,0,1,0,0,0,0,41,1,2,1,2,1,3,27
0,1,9,30,21,0,0,1,0,0,0,0,41,2,1,4,4,1,3,38
0,1,9,34,16,0,0,0,1,0,0,0,41,2,1,2,2,1,3,38
0,0,9,37,12,0,0,1,0,0,0,0,41,2,4,3,2,3,4,44
0,1,9,25,30,0,0,1,0,0,0,0,41,2,1,2,3,1,4,43
0,1,9,48,0,0,0,1,0,0,0,0,41,2,4,3,3,3,4,43
0,1,9,25,26,0,0,1,0,0,0,0,41,3,1,3,4,1,3,23
0,0,9,30,22,0,0,1,0,0,0,0,41,2,2,3,2,4,4,31
0,1,9,33,17,0,0,1,0,0,0,0,41,2,2,3,2,2,3,43
0,1,10,48,4,0,0,1,0,0,0,0,42,4,1,3,3,4,4,42
0,0,9,25,33,0,0,1,0,0,0,0,42,2,2,2,2,3,4,45
0,1,10,10,45,0,0,1,0,0,0,0,43,2,1,2,2,1,4,41
0,0,9,29,20,0,0,1,0,0,0,0,43,4,2,1,2,2,4,45
0,0,9,16,33,0,0,1,0,0,0,0,43,2,1,2,3,1,3,40
0,0,9,34,20,0,0,1,0,0,0,0,44,2,3,2,2,3,4,48
0,0,9,21,27,0,0,1,0,0,0,0,44,1,2,2,3,1,4,44
0,0,9,34,15,0,0,1,0,0,0,0,45,4,2,2,3,1,4,40
0,1,11,23,30,0,0,1,0,0,0,0,45,1,1,1,2,1,4,34
0,0,10,32,17,0,0,1,0,0,0,0,45,1,2,1,2,1,4,44
0,0,10,39,8,0,0,1,0,0,0,0,45,2,1,2,2,1,4,46
1,1,9,15,30,0,0,1,0,0,0,0,23,1,1,2,2,3,1,27
1,0,9,4,32,0,0,0,0,0,0,1,24,2,1,1,1,1,1,35
1,1,10,27,26,1,0,0,0,0,0,0,24,1,1,1,1,1,3,34
1,1,9,15,22,1,0,0,0,0,0,0,25,2,1,1,2,1,3,29
1,1,9,24,23,0,0,1,0,0,0,0,25,2,1,2,2,1,3,29
1,0,9,29,26,0,1,0,0,0,1,0,25,3,1,3,2,1,3,31
1,0,9,24,25,0,0,1,0,0,0,0,25,1,2,2,1,2,3,29
1,0,11,19,30,0,0,1,0,0,0,0,26,2,1,2,1,1,4,28
1,0,9,34,12,0,0,0,0,0,0,1,26,2,1,2,2,1,3,30
1,1,9,14,31,0,0,0,0,0,0,1,26,2,3,2,2,1,3,31
1,0,9,23,28,0,1,0,0,0,1,0,26,2,1,1,2,3,2,31
1,1,11,27,26,0,0,1,0,0,0,0,26,2,1,2,2,1,3,35
1,0,9,27,20,1,0,0,0,0,0,0,27,2,1,2,2,1,3,32
1,1,11,25,35,1,0,0,0,0,0,0,27,1,1,2,2,1,2,32
1,0,9,11,31,1,0,0,0,0,0,0,27,1,1,1,2,1,3,27
1,0,9,14,34,1,0,0,0,0,0,0,27,1,1,1,2,1,2,25
1,0,9,27,30,0,0,1,0,0,0,0,27,1,1,2,2,1,2,34
1,1,10,14,31,0,0,1,0,0,0,0,27,1,1,1,2,1,3,29
1,1,9,26,18,0,0,0,0,0,1,0,27,2,1,1,1,2,3,27
1,1,9,20,34,0,1,0,0,0,1,0,27,1,2,1,2,1,3,27
1,1,9,26,24,0,0,1,0,0,0,0,27,2,1,3,1,1,4,30
1,0,10,9,40,0,0,1,0,0,0,0,27,2,1,1,2,1,2,27
1,0,10,18,34,0,0,1,0,0,0,0,27,1,3,1,2,1,2,34
1,1,9,27,28,0,0,0,0,0,0,1,27,2,2,2,1,1,3,27
1,0,9,23,24,0,0,1,0,0,0,0,27,2,1,1,1,1,4,40
1,1,9,18,36,0,0,1,0,0,0,0,27,2,2,2,2,1,4,27
1,1,9,27,23,0,0,1,0,0,0,0,27,2,2,2,1,1,3,32
1,0,9,28,17,0,0,1,0,0,0,0,27,2,1,2,2,1,4,31
1,1,9,24,28,0,0,1,0,0,0,0,27,2,2,1,2,1,3,29
1,0,9,22,24,0,0,1,0,0,0,0,27,2,1,1,1,1,3,23
1,0,9,28,28,0,1,0,0,0,0,0,27,2,1,2,1,1,4,25
1,0,9,27,19,0,0,1,0,0,0,0,27,2,2,1,2,2,3,28
1,0,9,26,23,0,0,1,0,0,0,0,27,2,1,3,2,1,3,33
1,1,9,13,30,0,0,0,0,0,1,0,27,1,2,1,2,2,3,30
1,1,9,24,25,1,0,0,0,0,0,0,28,2,1,1,2,1,3,28
1,0,9,20,25,0,0,1,0,0,0,0,28,4,2,2,2,1,3,31
1,1,10,24,27,0,0,1,0,0,0,0,28,1,2,1,1,1,3,25
1,0,9,30,15,0,1,0,0,0,1,0,28,1,1,2,1,2,4,33
1,0,9,19,36,1,0,0,0,0,0,0,29,1,1,2,1,1,4,34
1,1,9,21,19,0,0,1,0,0,0,0,29,2,1,2,1,2,3,27
1,1,9,13,35,0,0,1,0,0,0,0,29,2,2,1,2,1,3,34
1,0,10,15,33,0,1,0,0,0,1,0,29,2,2,1,2,1,2,32
1,1,9,21,27,0,0,1,0,0,0,0,29,1,1,2,1,1,4,31
1,0,9,26,24,0,0,1,0,0,0,0,29,2,2,2,1,1,3,27
1,1,9,14,36,0,0,1,0,0,0,0,29,2,1,2,2,1,3,28
1,0,10,19,30,0,0,0,1,0,0,0,29,2,1,1,2,2,4,38
1,0,9,26,24,0,1,0,0,0,1,0,29,1,3,2,2,1,3,30
1,1,9,32,13,0,0,1,0,0,0,0,29,2,1,1,2,1,3,29
1,1,9,19,27,0,0,0,0,0,1,0,29,1,2,1,2,1,3,31
1,0,10,34,21,1,0,0,0,0,0,0,29,2,1,2,2,1,3,31
1,0,9,26,24,1,0,0,0,0,0,0,29,1,2,1,1,1,3,31
1,0,9,37,18,1,0,0,0,0,0,0,29,1,1,2,1,1,3,28
1,0,9,21,40,0,0,1,0,0,0,0,29,1,1,2,2,2,2,29
1,1,9,26,24,0,0,1,0,0,0,0,29,2,1,2,1,1,3,28
1,1,9,28,19,0,0,1,0,0,0,0,29,2,2,2,1,1,4,31
1,0,9,19,26,0,0,1,0,0,0,0,29,1,1,1,1,1,2,27
1,1,10,17,31,0,0,1,0,0,0,0,30,1,1,2,3,1,2,36
1,0,10,20,24,0,0,1,0,0,0,0,30,2,1,1,2,2,3,31
1,0,9,24,23,0,0,1,0,0,0,0,30,1,4,1,2,1,3,31
1,1,9,18,34,0,0,1,0,0,0,0,30,2,1,3,2,2,2,27
1,0,10,27,26,0,0,0,1,0,0,0,30,3,1,1,2,1,3,31
1,1,9,33,18,1,0,0,0,0,0,0,30,2,1,3,1,1,3,30
1,0,9,26,20,1,0,0,0,0,0,0,30,2,3,2,2,1,3,36
1,0,9,18,29,1,0,0,0,0,0,0,30,1,4,1,1,1,3,29
1,1,11,22,30,0,0,1,0,0,0,0,30,1,2,1,2,1,2,30
1,1,9,24,23,0,0,1,0,0,0,0,30,2,1,2,2,1,3,26
1,0,9,24,23,0,0,0,0,0,0,1,30,2,1,2,2,1,3,31
1,1,10,24,23,0,0,0,0,0,0,1,30,2,1,2,2,1,3,30
1,0,9,8,41,0,1,0,0,0,1,0,30,1,1,2,2,1,1,29
1,1,9,20,27,0,1,0,0,0,1,0,30,2,1,2,2,1,3,30
1,1,9,21,23,1,0,0,0,0,0,0,31,2,1,2,2,1,3,27
1,0,10,27,26,0,0,1,0,0,0,0,31,2,1,3,2,1,3,34
1,1,9,26,24,0,0,1,0,0,0,0,31,2,2,2,1,1,3,35
1,0,9,23,25,0,0,1,0,0,0,0,31,2,1,1,2,2,2,32
1,1,9,23,23,0,0,1,0,0,0,0,31,1,1,2,2,1,3,43
1,0,9,40,8,0,0,1,0,0,0,0,31,1,2,2,1,1,3,28
1,1,10,31,18,0,0,1,0,0,0,0,31,2,1,2,2,1,3,31
1,0,9,15,37,0,0,0,1,0,0,0,31,1,4,1,1,1,3,28
1,0,9,28,27,0,0,1,0,0,0,0,31,3,1,3,2,1,3,25
1,1,9,20,24,0,0,1,0,0,0,0,31,1,4,1,2,1,3,29
1,1,9,10,41,0,0,1,0,0,0,0,31,2,1,2,2,1,3,34
1,1,9,26,24,0,1,0,0,0,1,0,31,2,2,2,1,1,3,29
1,1,9,16,39,0,0,1,0,0,0,0,31,2,1,2,2,1,1,29
1,0,9,35,16,0,0,1,0,0,0,0,31,2,2,1,3,1,3,36
1,1,9,40,10,0,0,0,0,0,0,1,31,2,1,2,2,1,3,38
1,1,9,28,32,0,0,1,0,0,0,0,32,2,2,1,2,2,3,32
1,1,11,22,29,1,0,0,0,0,0,0,32,1,1,1,1,1,3,29
1,1,9,24,23,0,0,1,0,0,0,0,32,2,1,3,3,3,3,38
1,1,9,24,23,0,0,1,0,0,0,0,32,2,1,2,2,1,3,32
1,1,9,24,23,0,0,1,0,0,0,0,32,1,2,2,2,1,3,23
1,0,9,27,25,0,0,1,0,0,0,0,32,1,1,2,2,1,4,25
1,1,9,24,23,1,0,0,0,0,0,0,32,2,1,2,2,1,3,24
1,1,9,24,23,0,0,1,0,0,0,0,32,3,1,3,2,1,3,35
1,0,9,26,24,0,0,1,0,0,0,0,32,1,2,2,1,1,3,25
1,0,9,35,15,0,0,1,0,0,0,0,32,2,3,1,3,2,4,35
1,0,9,24,23,0,0,1,0,0,0,0,32,2,2,2,2,2,3,27
1,1,9,24,23,0,0,1,0,0,0,0,32,1,1,2,1,1,3,25
1,1,9,16,33,0,0,1,0,0,0,0,32,2,1,2,2,3,3,31
1,1,9,30,21,0,0,0,0,0,0,1,32,2,2,1,2,1,3,29
1,1,11,23,26,0,0,1,0,0,0,0,33,1,1,2,1,1,3,33
1,1,10,27,26,0,0,1,0,0,0,0,33,1,1,1,2,1,3,29
1,1,10,29,21,0,0,1,0,0,0,0,33,2,1,2,2,1,4,28
1,0,10,23,35,0,0,1,0,0,0,0,33,1,4,1,3,1,3,30
1,0,10,19,30,0,0,1,0,0,0,0,33,1,4,3,2,2,4,38
1,1,10,23,28,0,0,1,0,0,0,0,33,2,1,1,2,1,2,34
1,1,10,13,39,0,0,1,0,0,0,0,33,3,1,2,2,1,2,28
1,1,10,27,26,0,0,0,0,1,0,0,33,2,1,2,2,1,3,28
1,1,10,17,33,1,0,0,0,0,0,0,33,1,1,3,1,1,3,30
1,0,10,36,10,0,0,1,0,0,0,0,33,1,2,2,1,3,3,33
1,1,10,27,26,0,0,1,0,0,0,0,33,1,2,2,2,1,3,40
1,0,10,27,18,0,0,1,0,0,0,0,33,2,1,2,2,1,3,28
1,0,11,27,26,0,0,1,0,0,0,0,33,2,1,1,2,1,3,30
1,1,9,28,19,0,0,1,0,0,0,0,33,2,1,1,1,1,3,38
1,0,10,27,26,0,0,0,0,1,0,0,33,2,1,2,2,1,3,31
1,1,9,25,19,0,0,0,0,0,0,1,33,2,2,2,1,1,3,26
1,0,9,48,0,0,0,1,0,0,0,0,34,1,3,1,2,1,3,31
1,1,10,33,19,0,0,1,0,0,0,0,34,2,2,3,1,1,4,34
1,0,10,32,14,0,0,1,0,0,0,0,34,1,1,1,1,1,2,34
1,0,10,27,26,0,0,1,0,0,0,0,34,1,1,2,4,1,3,33
1,0,10,25,28,0,0,1,0,0,0,0,34,2,1,1,1,1,3,34
1,1,10,19,30,0,0,1,0,0,0,0,34,2,1,1,2,1,4,31
1,0,9,25,21,0,0,1,0,0,0,0,34,1,2,1,1,1,2,26
1,1,9,16,31,0,0,1,0,0,0,0,34,3,2,3,1,1,3,34
1,0,10,27,26,0,0,1,0,0,0,0,34,2,4,2,2,1,3,27
1,0,9,22,25,0,0,1,0,0,0,0,34,1,2,2,1,1,4,26
1,0,11,25,26,0,0,1,0,0,0,0,34,1,1,1,2,1,2,34
1,1,11,28,26,0,0,0,0,0,0,1,34,2,2,1,3,1,4,45
1,0,10,16,39,0,0,0,0,0,0,1,34,2,1,2,2,1,3,30
1,0,10,16,41,1,0,0,0,0,0,0,35,2,1,1,2,1,3,27
1,1,10,17,28,1,0,0,0,0,0,0,35,3,1,2,2,2,3,27
1,0,10,27,26,0,0,1,0,0,0,0,35,2,1,2,2,1,3,34
1,0,11,36,15,0,0,1,0,0,0,0,35,2,2,3,3,1,3,41
1,1,11,27,26,0,0,1,0,0,0,0,35,2,2,1,4,1,3,40
1,0,11,27,26,0,0,1,0,0,0,0,35,2,1,2,2,1,3,31
1,1,11,27,26,0,0,1,0,0,0,0,35,2,1,2,1,1,3,43
1,0,11,27,26,0,0,1,0,0,0,0,35,1,4,2,2,2,3,40
1,0,10,24,30,0,0,1,0,0,0,0,35,2,1,2,3,1,3,34
1,0,9,33,23,0,0,0,0,0,0,1,35,1,2,2,3,2,4,29
1,0,10,19,30,0,0,1,0,0,0,0,35,2,1,1,2,1,3,27
1,0,11,27,26,1,0,0,0,0,0,0,35,2,1,2,2,1,3,27
1,0,11,27,26,0,0,1,0,0,0,0,35,2,1,2,3,1,3,38
1,1,11,27,26,0,0,1,0,0,0,0,35,2,1,2,2,1,3,32
1,1,11,27,26,0,0,1,0,0,0,0,35,2,2,2,2,1,3,41
1,0,10,20,24,0,0,1,0,0,0,0,35,2,1,1,2,1,3,31
1,0,10,27,26,0,0,0,0,0,0,1,35,2,1,2,2,1,3,31
1,0,9,20,23,0,0,1,0,0,0,0,36,2,1,2,2,1,2,34
1,1,10,19,31,0,0,1,0,0,0,0,36,2,2,1,1,1,2,33
1,1,10,15,30,0,0,1,0,0,0,0,36,2,4,1,2,1,3,27
1,1,9,24,23,0,0,1,0,0,0,0,38,1,2,3,2,1,3,35
1,0,9,15,27,0,0,1,0,0,0,0,38,3,1,2,2,1,3,32
1,1,9,34,16,0,0,1,0,0,0,0,38,1,4,1,1,1,3,25
1,0,11,24,25,0,0,1,0,0,0,0,38,1,1,1,1,1,2,34
1,1,9,42,6,0,0,1,0,0,0,0,38,3,1,3,2,1,4,28
1,1,9,16,26,0,0,1,0,0,0,0,38,1,1,2,2,1,2,30
1,1,10,27,26,0,0,0,1,0,0,0,38,2,1,3,2,1,3,38
1,0,9,23,30,0,1,0,0,0,1,0,38,2,2,2,1,1,2,34
1,0,10,27,25,0,0,1,0,0,0,0,39,4,4,4,3,1,4,38
1,0,9,31,31,0,1,0,0,0,1,0,39,1,1,1,2,1,4,30
1,0,11,25,17,0,0,1,0,0,0,0,40,2,1,3,1,1,3,34
1,1,11,16,33,1,0,0,0,0,0,0,40,1,1,2,2,1,2,35
1,0,10,27,26,0,0,1,0,0,0,0,40,2,2,3,2,2,3,34
1,0,11,31,12,0,0,1,0,0,0,0,42,2,2,1,3,3,2,25
1,0,11,27,26,0,0,1,0,0,0,0,43,4,1,3,3,2,4,44
1,0,10,27,26,0,0,1,0,0,0,0,44,2,1,1,1,2,1,32
1,1,10,28,18,0,0,1,0,0,0,0,45,2,1,1,2,1,4,35
1,0,10,27,26,0,0,1,0,0,0,0,45,3,1,3,3,1,3,42
